year,month,day,hour,minute,second,freq_MHz,utc_hr
2017,8,20,21,46,26.6,10000000.0018,21.77405556
2017,8,20,21,46,38.5,9999999.8362,21.77736111
2017,8,20,21,46,50.4,9999999.8421,21.78066667
2017,8,20,21,47,2.3,9999999.8568,21.78397222
2017,8,20,21,47,14.1,9999999.9923,21.78725
2017,8,20,21,47,26,9999999.9979,21.79055556
2017,8,20,21,47,37.9,9999999.9976,21.79386111
2017,8,20,21,47,49.8,9999999.9958,21.79716667
2017,8,20,21,48,1.7,9999999.9931,21.80047222
2017,8,20,21,48,13.6,9999999.9920,21.80377778
2017,8,20,21,48,25.5,9999999.9858,21.80708333
2017,8,20,21,48,37.4,9999999.8592,21.81038889
2017,8,20,21,48,49.2,9999999.8579,21.81366667
2017,8,20,21,49,1.1,9999999.9889,21.81697222
2017,8,20,21,49,13,9999999.9964,21.82027778
2017,8,20,21,49,24.9,9999999.9985,21.82358333
2017,8,20,21,49,36.8,9999999.9908,21.82688889
2017,8,20,21,49,48.7,9999999.9038,21.83019444
2017,8,20,21,50,0.6,9999999.8941,21.8335
2017,8,20,21,50,12.5,9999999.8939,21.83680556
2017,8,20,21,50,24.4,9999999.8868,21.84011111
2017,8,20,21,50,36.2,9999999.8839,21.84338889
2017,8,20,21,50,48.1,10000000.0034,21.84669444
2017,8,20,21,51,0,9999999.8853,21.85
2017,8,20,21,51,11.9,9999999.8788,21.85330556
2017,8,20,21,51,23.8,9999999.8765,21.85661111
2017,8,20,21,51,35.7,9999999.8763,21.85991667
2017,8,20,21,51,47.6,9999999.8724,21.86322222
2017,8,20,21,51,59.5,9999999.8733,21.86652778
2017,8,20,21,52,11.4,9999999.8648,21.86983333
2017,8,20,21,52,23.2,9999999.8808,21.87311111
2017,8,20,21,52,35.1,9999999.8940,21.87641667
2017,8,20,21,52,47,9999999.8994,21.87972222
2017,8,20,21,52,58.9,9999999.8971,21.88302778
2017,8,20,21,53,10.8,9999999.8864,21.88633333
2017,8,20,21,53,22.7,9999999.9005,21.88963889
2017,8,20,21,53,34.6,9999999.9076,21.89294444
2017,8,20,21,53,46.5,9999999.9144,21.89625
2017,8,20,21,53,58.4,9999999.9185,21.89955556
2017,8,20,21,54,10.3,9999999.9237,21.90286111
2017,8,20,21,54,22.1,9999999.9415,21.90613889
2017,8,20,21,54,34,9999999.9216,21.90944444
2017,8,20,21,54,45.9,9999999.9011,21.91275
2017,8,20,21,54,57.8,9999999.9664,21.91605556
2017,8,20,21,55,9.7,9999999.9607,21.91936111
2017,8,20,21,55,21.6,9999999.9435,21.92266667
2017,8,20,21,55,33.5,9999999.9450,21.92597222
2017,8,20,21,55,45.3,9999999.9375,21.92925
2017,8,20,21,55,57.2,10000000.0055,21.93255556
2017,8,20,21,56,9.1,10000000.0066,21.93586111
2017,8,20,21,56,21,9999999.9625,21.93916667
2017,8,20,21,56,32.9,9999999.9221,21.94247222
2017,8,20,21,56,44.8,9999999.9824,21.94577778
2017,8,20,21,56,56.7,9999999.9897,21.94908333
2017,8,20,21,57,8.6,9999999.8988,21.95238889
2017,8,20,21,57,20.5,10000000.0021,21.95569444
2017,8,20,21,57,32.3,10000000.0044,21.95897222
2017,8,20,21,57,44.2,10000000.0004,21.96227778
2017,8,20,21,57,56.1,9999999.9898,21.96558333
2017,8,20,21,58,8,9999999.9815,21.96888889
2017,8,20,21,58,19.9,9999999.9021,21.97219444
2017,8,20,21,58,31.8,9999999.9874,21.9755
2017,8,20,21,58,43.7,9999999.9946,21.97880556
2017,8,20,21,58,55.6,9999999.9999,21.98211111
2017,8,20,21,59,7.5,9999999.9923,21.98541667
2017,8,20,21,59,19.3,9999999.9957,21.98869444
2017,8,20,21,59,31.2,9999999.9921,21.992
2017,8,20,21,59,43.1,9999999.9968,21.99530556
2017,8,21,13,57,38.7,10000000.0085,13.96075
2017,8,21,13,57,50.6,10000000.0068,13.96405556
2017,8,21,13,58,2.5,10000000.2328,13.96736111
2017,8,21,13,58,14.4,10000000.0064,13.97066667
2017,8,21,13,58,26.3,9999999.9999,13.97397222
2017,8,21,13,58,38.2,10000000.0000,13.97727778
2017,8,21,13,58,50,10000000.0044,13.98055556
2017,8,21,13,59,2,10000000.0089,13.98388889
2017,8,21,13,59,13.9,10000000.0131,13.98719444
2017,8,21,13,59,25.8,10000000.0059,13.9905
2017,8,21,13,59,37.7,10000000.0140,13.99380556
2017,8,21,13,59,49.6,10000000.0196,13.99711111
2017,8,21,14,0,1.4,10000000.0126,14.00038889
2017,8,21,14,0,13.3,10000000.0058,14.00369444
2017,8,21,14,0,25.2,10000000.0085,14.007
2017,8,21,14,0,37,10000000.0089,14.01027778
2017,8,21,14,0,48.9,10000000.0026,14.01358333
2017,8,21,14,1,0.8,10000000.0022,14.01688889
2017,8,21,14,1,12.7,10000000.0039,14.02019444
2017,8,21,14,1,24.6,10000000.0041,14.0235
2017,8,21,14,1,36.5,10000000.0056,14.02680556
2017,8,21,14,1,48.4,10000000.0060,14.03011111
2017,8,21,14,2,0.3,10000000.0082,14.03341667
2017,8,21,14,2,12.2,10000000.4225,14.03672222
2017,8,21,14,2,24,10000000.4730,14.04
2017,8,21,14,2,35.9,10000000.4832,14.04330556
2017,8,21,14,2,47.8,10000000.0953,14.04661111
2017,8,21,14,2,59.7,10000000.1131,14.04991667
2017,8,21,14,3,11.6,10000000.0501,14.05322222
2017,8,21,14,3,23.5,10000000.0004,14.05652778
2017,8,21,14,3,35.4,10000000.0082,14.05983333
2017,8,21,14,3,47.3,9999999.9896,14.06313889
2017,8,21,14,3,59.2,9999999.9878,14.06644444
2017,8,21,14,4,11,9999999.9998,14.06972222
2017,8,21,14,4,22.9,10000000.0006,14.07302778
2017,8,21,14,4,34.8,9999999.9968,14.07633333
2017,8,21,14,4,46.7,10000000.0026,14.07963889
2017,8,21,14,4,58.6,10000000.0068,14.08294444
2017,8,21,14,5,10.5,10000000.0109,14.08625
2017,8,21,14,5,22.4,10000000.0069,14.08955556
2017,8,21,14,5,34.3,10000000.0012,14.09286111
2017,8,21,14,5,46.1,10000000.0046,14.09613889
2017,8,21,14,5,58,10000000.0097,14.09944444
2017,8,21,14,6,9.9,10000000.0039,14.10275
2017,8,21,14,6,21.8,10000000.0266,14.10605556
2017,8,21,14,6,33.7,10000000.0102,14.10936111
2017,8,21,14,6,45.6,10000000.0069,14.11266667
2017,8,21,14,6,57.5,10000000.0128,14.11597222
2017,8,21,14,7,9.4,10000000.0135,14.11927778
2017,8,21,14,7,21.3,10000000.1067,14.12258333
2017,8,21,14,7,33.1,10000000.0004,14.12586111
2017,8,21,14,7,45,10000000.0066,14.12916667
2017,8,21,14,7,56.9,10000000.0065,14.13247222
2017,8,21,14,8,8.8,10000000.1158,14.13577778
2017,8,21,14,8,20.7,10000000.2245,14.13908333
2017,8,21,14,8,32.6,10000000.2593,14.14238889
2017,8,21,14,8,44.5,10000000.2741,14.14569444
2017,8,21,14,8,56.4,10000000.0223,14.149
2017,8,21,14,9,8.3,10000000.2627,14.15230556
2017,8,21,14,9,20.1,10000000.2760,14.15558333
2017,8,21,14,9,32,10000000.2239,14.15888889
2017,8,21,14,9,43.9,10000000.2357,14.16219444
2017,8,21,14,9,55.8,10000000.0062,14.1655
2017,8,21,14,10,7.7,10000000.0084,14.16880556
2017,8,21,14,10,19.6,10000000.1777,14.17211111
2017,8,21,14,10,31.5,10000000.1786,14.17541667
2017,8,21,14,10,43.4,10000000.1768,14.17872222
2017,8,21,14,10,55.3,9999999.9890,14.18202778
2017,8,21,14,11,7.1,9999999.9964,14.18530556
2017,8,21,14,11,19,10000000.2226,14.18861111
2017,8,21,14,11,30.9,10000000.1558,14.19191667
2017,8,21,14,11,42.8,10000000.1578,14.19522222
2017,8,21,14,11,54.7,10000000.1333,14.19852778
2017,8,21,14,12,6.6,10000000.0025,14.20183333
2017,8,21,14,12,18.5,10000000.0044,14.20513889
2017,8,21,14,12,30.4,9999999.9958,14.20844444
2017,8,21,14,12,42.3,10000000.1367,14.21175
2017,8,21,14,12,54.1,10000000.1353,14.21502778
2017,8,21,14,13,6,10000000.2370,14.21833333
2017,8,21,14,13,17.9,9999999.9667,14.22163889
2017,8,21,14,13,29.8,10000000.1045,14.22494444
2017,8,21,14,13,41.7,10000000.0017,14.22825
2017,8,21,14,13,53.6,9999999.9907,14.23155556
2017,8,21,14,14,5.5,10000000.0667,14.23486111
2017,8,21,14,14,17.4,9999999.9895,14.23816667
2017,8,21,14,14,29.2,10000000.0054,14.24144444
2017,8,21,14,14,41.1,10000000.1326,14.24475
2017,8,21,14,14,53,10000000.1288,14.24805556
2017,8,21,14,15,4.9,10000000.1909,14.25136111
2017,8,21,14,15,16.8,10000000.1764,14.25466667
2017,8,21,14,15,28.7,10000000.1741,14.25797222
2017,8,21,14,15,40.6,10000000.0911,14.26127778
2017,8,21,14,15,52.5,10000000.0894,14.26458333
2017,8,21,14,16,4.4,10000000.0605,14.26788889
2017,8,21,14,16,16.2,10000000.1570,14.27116667
2017,8,21,14,16,28.1,10000000.1757,14.27447222
2017,8,21,14,16,40,10000000.1907,14.27777778
2017,8,21,14,16,51.9,10000000.1211,14.28108333
2017,8,21,14,17,3.8,10000000.1267,14.28438889
2017,8,21,14,17,15.7,10000000.1520,14.28769444
2017,8,21,14,17,27.6,10000000.1557,14.291
2017,8,21,14,17,39.5,10000000.0045,14.29430556
2017,8,21,14,17,51.4,10000000.1555,14.29761111
2017,8,21,14,18,3.2,10000000.1566,14.30088889
2017,8,21,14,18,15.1,10000000.2779,14.30419444
2017,8,21,14,18,27,10000000.2990,14.3075
2017,8,21,14,18,38.9,10000000.0032,14.31080556
2017,8,21,14,18,50.8,10000000.0043,14.31411111
2017,8,21,14,19,2.7,10000000.2312,14.31741667
2017,8,21,14,19,14.6,10000000.2200,14.32072222
2017,8,21,14,19,26.5,10000000.2511,14.32402778
2017,8,21,14,19,38.4,10000000.0418,14.32733333
2017,8,21,14,19,50.3,10000000.0234,14.33063889
2017,8,21,14,20,2.1,10000000.0048,14.33391667
2017,8,21,14,20,14,10000000.2151,14.33722222
2017,8,21,14,20,25.9,10000000.2353,14.34052778
2017,8,21,14,20,37.8,10000000.2957,14.34383333
2017,8,21,14,20,49.7,10000000.2796,14.34713889
2017,8,21,14,21,1.6,10000000.2743,14.35044444
2017,8,21,14,21,13.5,10000000.0640,14.35375
2017,8,21,14,21,25.3,10000000.1935,14.35702778
2017,8,21,14,21,37.2,10000000.1828,14.36033333
2017,8,21,14,21,49.1,10000000.2152,14.36363889
2017,8,21,14,22,1,10000000.2343,14.36694444
2017,8,21,14,22,12.9,10000000.1583,14.37025
2017,8,21,14,22,24.8,10000000.1716,14.37355556
2017,8,21,14,22,36.7,10000000.0942,14.37686111
2017,8,21,14,22,48.6,10000000.1704,14.38016667
2017,8,21,14,23,0.5,10000000.1685,14.38347222
2017,8,21,14,23,12.3,10000000.1918,14.38675
2017,8,21,14,23,24.2,10000000.0049,14.39005556
2017,8,21,14,23,36.1,10000000.0104,14.39336111
2017,8,21,14,23,48,10000000.1908,14.39666667
2017,8,21,14,23,59.9,9999999.9885,14.39997222
2017,8,21,14,24,11.8,10000000.1324,14.40327778
2017,8,21,14,24,23.7,10000000.1174,14.40658333
2017,8,21,14,24,35.6,10000000.0044,14.40988889
2017,8,21,14,24,47.5,10000000.2188,14.41319444
2017,8,21,14,24,59.3,10000000.2236,14.41647222
2017,8,21,14,25,11.2,10000000.2344,14.41977778
2017,8,21,14,25,23.1,10000000.2347,14.42308333
2017,8,21,14,25,35,10000000.2111,14.42638889
2017,8,21,14,25,46.9,10000000.2061,14.42969444
2017,8,21,14,25,58.8,10000000.2119,14.433
2017,8,21,14,26,10.7,10000000.2803,14.43630556
2017,8,21,14,26,22.6,10000000.2108,14.43961111
2017,8,21,14,26,34.5,10000000.2975,14.44291667
2017,8,21,14,26,46.3,10000000.2830,14.44619444
2017,8,21,14,26,58.2,10000000.2608,14.4495
2017,8,21,14,27,10.1,10000000.1693,14.45280556
2017,8,21,14,27,22,10000000.1805,14.45611111
2017,8,21,14,27,33.9,10000000.2001,14.45941667
2017,8,21,14,27,45.8,10000000.2146,14.46272222
2017,8,21,14,27,57.7,10000000.1980,14.46602778
2017,8,21,14,28,9.6,10000000.1595,14.46933333
2017,8,21,14,28,21.5,10000000.1778,14.47263889
2017,8,21,14,28,33.3,10000000.1685,14.47591667
2017,8,21,14,28,45.2,10000000.1617,14.47922222
2017,8,21,14,28,57.1,10000000.1723,14.48252778
2017,8,21,14,29,9,10000000.1867,14.48583333
2017,8,21,14,29,20.9,10000000.2346,14.48913889
2017,8,21,14,29,32.8,10000000.2187,14.49244444
2017,8,21,14,29,44.7,10000000.0108,14.49575
2017,8,21,14,29,56.6,10000000.0188,14.49905556
2017,8,21,14,30,8.5,10000000.0193,14.50236111
2017,8,21,14,30,20.3,10000000.0058,14.50563889
2017,8,21,14,30,32.2,10000000.2589,14.50894444
2017,8,21,14,30,44.1,10000000.1578,14.51225
2017,8,21,14,30,56,10000000.1494,14.51555556
2017,8,21,14,31,7.9,10000000.1357,14.51886111
2017,8,21,14,31,19.8,10000000.0053,14.52216667
2017,8,21,14,31,31.7,9999999.9732,14.52547222
2017,8,21,14,31,43.6,10000000.0242,14.52877778
2017,8,21,14,31,55.4,10000000.0136,14.53205556
2017,8,21,14,32,7.3,10000000.0025,14.53536111
2017,8,21,14,32,19.2,9999999.9926,14.53866667
2017,8,21,14,32,31.1,9999999.9936,14.54197222
2017,8,21,14,32,43,9999999.9840,14.54527778
2017,8,21,14,32,54.9,10000000.0497,14.54858333
2017,8,21,14,33,6.8,10000000.0731,14.55188889
2017,8,21,14,33,18.7,10000000.1087,14.55519444
2017,8,21,14,33,30.6,10000000.0075,14.5585
2017,8,21,14,33,42.4,10000000.0047,14.56177778
2017,8,21,14,33,54.3,10000000.0041,14.56508333
2017,8,21,14,34,6.2,9999999.9992,14.56838889
2017,8,21,14,34,18.1,9999999.9969,14.57169444
2017,8,21,14,34,30,10000000.1546,14.575
2017,8,21,14,34,41.9,10000000.1570,14.57830556
2017,8,21,14,34,53.8,10000000.1652,14.58161111
2017,8,21,14,35,5.7,10000000.1652,14.58491667
2017,8,21,14,35,17.6,10000000.2428,14.58822222
2017,8,21,14,35,29.4,10000000.0056,14.5915
2017,8,21,14,35,41.3,9999999.9981,14.59480556
2017,8,21,14,35,53.2,9999999.9982,14.59811111
2017,8,21,14,36,5.1,10000000.0050,14.60141667
2017,8,21,14,36,17,10000000.2170,14.60472222
2017,8,21,14,36,28.9,9999999.9998,14.60802778
2017,8,21,14,36,40.8,9999999.9866,14.61133333
2017,8,21,14,36,52.7,9999999.9520,14.61463889
2017,8,21,14,37,4.5,9999999.9652,14.61791667
2017,8,21,14,37,16.4,10000000.1581,14.62122222
2017,8,21,14,37,28.3,10000000.0027,14.62452778
2017,8,21,14,37,40.2,10000000.0077,14.62783333
2017,8,21,14,37,52.1,10000000.0592,14.63113889
2017,8,21,14,38,4,10000000.0496,14.63444444
2017,8,21,14,38,15.9,10000000.0091,14.63775
2017,8,21,14,38,27.8,10000000.0081,14.64105556
2017,8,21,14,38,39.7,10000000.0572,14.64436111
2017,8,21,14,38,51.5,10000000.0275,14.64763889
2017,8,21,14,39,3.4,10000000.0228,14.65094444
2017,8,21,14,39,15.3,10000000.0282,14.65425
2017,8,21,14,39,27.2,10000000.0900,14.65755556
2017,8,21,14,39,39.1,10000000.1927,14.66086111
2017,8,21,14,39,51,10000000.0246,14.66416667
2017,8,21,14,40,2.9,10000000.0222,14.66747222
2017,8,21,14,40,14.8,10000000.2794,14.67077778
2017,8,21,14,40,26.7,10000000.0492,14.67408333
2017,8,21,14,40,38.5,10000000.1814,14.67736111
2017,8,21,14,40,50.4,10000000.1963,14.68066667
2017,8,21,14,41,2.3,10000000.1122,14.68397222
2017,8,21,14,41,14.2,9999999.9868,14.68727778
2017,8,21,14,41,26.1,9999999.9900,14.69058333
2017,8,21,14,41,38,10000000.0001,14.69388889
2017,8,21,14,41,49.9,10000000.2770,14.69719444
2017,8,21,14,42,1.8,10000000.2761,14.7005
2017,8,21,14,42,13.7,9999999.9991,14.70380556
2017,8,21,14,42,25.5,10000000.0046,14.70708333
2017,8,21,14,42,37.4,9999999.9957,14.71038889
2017,8,21,14,42,49.3,10000000.0047,14.71369444
2017,8,21,14,43,1.2,10000000.0254,14.717
2017,8,21,14,43,13.1,10000000.0251,14.72030556
2017,8,21,14,43,25,10000000.0274,14.72361111
2017,8,21,14,43,36.9,10000000.0108,14.72691667
2017,8,21,14,43,48.8,10000000.0056,14.73022222
2017,8,21,14,44,0.7,10000000.0124,14.73352778
2017,8,21,14,44,12.5,10000000.0125,14.73680556
2017,8,21,14,44,24.4,10000000.0241,14.74011111
2017,8,21,14,44,36.3,10000000.0262,14.74341667
2017,8,21,14,44,48.2,10000000.0191,14.74672222
2017,8,21,14,45,0.1,10000000.0100,14.75002778
2017,8,21,14,45,12,10000000.0027,14.75333333
2017,8,21,14,45,23.9,9999999.9922,14.75663889
2017,8,21,14,45,35.8,10000000.1065,14.75994444
2017,8,21,14,45,47.7,10000000.0063,14.76325
2017,8,21,14,45,59.5,10000000.0445,14.76652778
2017,8,21,14,46,11.4,10000000.0045,14.76983333
2017,8,21,14,46,23.3,10000000.0112,14.77313889
2017,8,21,14,46,35.2,10000000.0127,14.77644444
2017,8,21,14,46,47.1,10000000.0079,14.77975
2017,8,21,14,46,59,10000000.0117,14.78305556
2017,8,21,14,47,10.9,10000000.0150,14.78636111
2017,8,21,14,47,22.8,10000000.0015,14.78966667
2017,8,21,14,47,34.6,9999999.9932,14.79294444
2017,8,21,14,47,46.5,9999999.9876,14.79625
2017,8,21,14,47,58.4,9999999.9882,14.79955556
2017,8,21,14,48,10.3,9999999.9879,14.80286111
2017,8,21,14,48,22.2,10000000.0154,14.80616667
2017,8,21,14,48,34.1,9999999.9870,14.80947222
2017,8,21,14,48,46,9999999.9886,14.81277778
2017,8,21,14,48,57.9,9999999.9899,14.81608333
2017,8,21,14,49,9.8,9999999.9947,14.81938889
2017,8,21,14,49,21.6,9999999.9985,14.82266667
2017,8,21,14,49,33.6,10000000.0097,14.826
2017,8,21,14,49,45.5,10000000.0099,14.82930556
2017,8,21,14,49,57.4,10000000.0071,14.83261111
2017,8,21,14,50,9.2,10000000.0031,14.83588889
2017,8,21,14,50,21.1,10000000.0032,14.83919444
2017,8,21,14,50,33,10000000.0016,14.8425
2017,8,21,14,50,44.9,9999999.9682,14.84580556
2017,8,21,14,50,56.8,10000000.0227,14.84911111
2017,8,21,14,51,8.6,10000000.0172,14.85238889
2017,8,21,14,51,20.5,10000000.0177,14.85569444
2017,8,21,14,51,32.4,10000000.0089,14.859
2017,8,21,14,51,44.3,9999999.9905,14.86230556
2017,8,21,14,51,56.2,10000000.0022,14.86561111
2017,8,21,14,52,8.1,10000000.0012,14.86891667
2017,8,21,14,52,20,10000000.0067,14.87222222
2017,8,21,14,52,31.9,10000000.1115,14.87552778
2017,8,21,14,52,43.8,10000000.0094,14.87883333
2017,8,21,14,52,55.6,10000000.0240,14.88211111
2017,8,21,14,53,7.5,10000000.0226,14.88541667
2017,8,21,14,53,19.4,10000000.0218,14.88872222
2017,8,21,14,53,31.3,10000000.0142,14.89202778
2017,8,21,14,53,43.2,10000000.2542,14.89533333
2017,8,21,14,53,55.1,10000000.2619,14.89863889
2017,8,21,14,54,7,10000000.2785,14.90194444
2017,8,21,14,54,18.9,10000000.0131,14.90525
2017,8,21,14,54,30.7,10000000.0138,14.90852778
2017,8,21,14,54,42.6,10000000.0093,14.91183333
2017,8,21,14,54,54.5,10000000.0182,14.91513889
2017,8,21,14,55,6.4,10000000.0127,14.91844444
2017,8,21,14,55,18.3,10000000.0206,14.92175
2017,8,21,14,55,30.2,10000000.0160,14.92505556
2017,8,21,14,55,42.1,10000000.0110,14.92836111
2017,8,21,14,55,54,10000000.0079,14.93166667
2017,8,21,14,56,5.9,10000000.1549,14.93497222
2017,8,21,14,56,17.7,10000000.1058,14.93825
2017,8,21,14,56,29.6,10000000.1912,14.94155556
2017,8,21,14,56,41.5,10000000.2423,14.94486111
2017,8,21,14,56,53.4,9999999.9996,14.94816667
2017,8,21,14,57,5.3,9999999.9847,14.95147222
2017,8,21,14,57,17.2,10000000.1308,14.95477778
2017,8,21,14,57,29.1,10000000.1228,14.95808333
2017,8,21,14,57,41,10000000.1533,14.96138889
2017,8,21,14,57,52.9,10000000.0340,14.96469444
2017,8,21,14,58,4.7,10000000.0334,14.96797222
2017,8,21,14,58,16.6,10000000.0414,14.97127778
2017,8,21,14,58,28.5,9999999.9922,14.97458333
2017,8,21,14,58,40.4,9999999.9906,14.97788889
2017,8,21,14,58,52.3,10000000.0023,14.98119444
2017,8,21,14,59,4.2,9999999.9980,14.9845
2017,8,21,14,59,16.1,9999999.9887,14.98780556
2017,8,21,14,59,28,9999999.9938,14.99111111
2017,8,21,14,59,39.8,10000000.0010,14.99438889
2017,8,21,14,59,51.7,10000000.0014,14.99769444
2017,8,21,15,0,3.6,10000000.0112,15.001
2017,8,21,15,0,15.5,10000000.0060,15.00430556
2017,8,21,15,0,27.4,10000000.0055,15.00761111
2017,8,21,15,0,39.3,10000000.0083,15.01091667
2017,8,21,15,0,51.2,10000000.0067,15.01422222
2017,8,21,15,1,3.1,10000000.0039,15.01752778
2017,8,21,15,1,15,10000000.0124,15.02083333
2017,8,21,15,1,26.9,10000000.0158,15.02413889
2017,8,21,15,1,38.7,10000000.0125,15.02741667
2017,8,21,15,1,50.6,10000000.0087,15.03072222
2017,8,21,15,2,2.5,10000000.0126,15.03402778
2017,8,21,15,2,14.4,10000000.0216,15.03733333
2017,8,21,15,2,26.3,10000000.0139,15.04063889
2017,8,21,15,2,38.2,10000000.0021,15.04394444
2017,8,21,15,2,50.1,10000000.2779,15.04725
2017,8,21,15,3,2,10000000.0101,15.05055556
2017,8,21,15,3,13.8,10000000.0215,15.05383333
2017,8,21,15,3,25.7,10000000.0127,15.05713889
2017,8,21,15,3,37.6,10000000.1047,15.06044444
2017,8,21,15,3,49.5,10000000.0148,15.06375
2017,8,21,15,4,1.4,10000000.0107,15.06705556
2017,8,21,15,4,13.3,10000000.0144,15.07036111
2017,8,21,15,4,25.2,10000000.0118,15.07366667
2017,8,21,15,4,37.1,10000000.0179,15.07697222
2017,8,21,15,4,49,10000000.0190,15.08027778
2017,8,21,15,5,0.8,10000000.0156,15.08355556
2017,8,21,15,5,12.7,10000000.0158,15.08686111
2017,8,21,15,5,24.6,10000000.0215,15.09016667
2017,8,21,15,5,36.5,10000000.0247,15.09347222
2017,8,21,15,5,48.4,10000000.0223,15.09677778
2017,8,21,15,6,0.3,10000000.0113,15.10008333
2017,8,21,15,6,12.2,10000000.0101,15.10338889
2017,8,21,15,6,24.1,10000000.0032,15.10669444
2017,8,21,15,6,36,10000000.0020,15.11
2017,8,21,15,6,47.8,10000000.0038,15.11327778
2017,8,21,15,6,59.7,10000000.0152,15.11658333
2017,8,21,15,7,11.6,10000000.0238,15.11988889
2017,8,21,15,7,23.5,9999999.9366,15.12319444
2017,8,21,15,7,35.4,10000000.0256,15.1265
2017,8,21,15,7,47.3,10000000.0247,15.12980556
2017,8,21,15,7,59.2,10000000.1554,15.13311111
2017,8,21,15,8,11.1,10000000.0729,15.13641667
2017,8,21,15,8,23,10000000.0860,15.13972222
2017,8,21,15,8,34.8,10000000.0674,15.143
2017,8,21,15,8,46.7,9999999.9841,15.14630556
2017,8,21,15,8,58.6,9999999.9873,15.14961111
2017,8,21,15,9,10.5,10000000.0015,15.15291667
2017,8,21,15,9,22.4,10000000.0017,15.15622222
2017,8,21,15,9,34.3,9999999.9910,15.15952778
2017,8,21,15,9,46.2,9999999.9944,15.16283333
2017,8,21,15,9,58.1,10000000.0054,15.16613889
2017,8,21,15,10,10,10000000.0279,15.16944444
2017,8,21,15,10,21.8,10000000.0880,15.17272222
2017,8,21,15,10,33.7,10000000.0506,15.17602778
2017,8,21,15,10,45.6,10000000.1256,15.17933333
2017,8,21,15,10,57.5,10000000.1457,15.18263889
2017,8,21,15,11,9.4,10000000.0706,15.18594444
2017,8,21,15,11,21.3,10000000.0611,15.18925
2017,8,21,15,11,33.2,10000000.0660,15.19255556
2017,8,21,15,11,45.1,10000000.0019,15.19586111
2017,8,21,15,11,56.9,9999999.9921,15.19913889
2017,8,21,15,12,8.8,9999999.9910,15.20244444
2017,8,21,15,12,20.7,9999999.9981,15.20575
2017,8,21,15,12,32.6,9999999.9980,15.20905556
2017,8,21,15,12,44.5,10000000.0035,15.21236111
2017,8,21,15,12,56.4,10000000.0089,15.21566667
2017,8,21,15,13,8.3,10000000.0098,15.21897222
2017,8,21,15,13,20.2,10000000.0055,15.22227778
2017,8,21,15,13,32.1,10000000.0126,15.22558333
2017,8,21,15,13,43.9,10000000.0147,15.22886111
2017,8,21,15,13,55.8,10000000.0063,15.23216667
2017,8,21,15,14,7.7,10000000.0027,15.23547222
2017,8,21,15,14,19.6,10000000.0022,15.23877778
2017,8,21,15,14,31.5,10000000.0061,15.24208333
2017,8,21,15,14,43.4,10000000.0963,15.24538889
2017,8,21,15,14,55.3,10000000.0077,15.24869444
2017,8,21,15,15,7.2,10000000.0076,15.252
2017,8,21,15,15,19.1,10000000.0098,15.25530556
2017,8,21,15,15,30.9,9999999.9985,15.25858333
2017,8,21,15,15,42.8,9999999.9930,15.26188889
2017,8,21,15,15,54.7,9999999.9871,15.26519444
2017,8,21,15,16,6.6,10000000.0668,15.2685
2017,8,21,15,16,18.5,10000000.0061,15.27180556
2017,8,21,15,16,30.4,10000000.0041,15.27511111
2017,8,21,15,16,42.3,10000000.0113,15.27841667
2017,8,21,15,16,54.2,10000000.0072,15.28172222
2017,8,21,15,17,6.1,10000000.0015,15.28502778
2017,8,21,15,17,17.9,9999999.9996,15.28830556
2017,8,21,15,17,29.8,10000000.0019,15.29161111
2017,8,21,15,17,41.7,10000000.0094,15.29491667
2017,8,21,15,17,53.6,10000000.1546,15.29822222
2017,8,21,15,18,5.5,10000000.1906,15.30152778
2017,8,21,15,18,17.4,10000000.0028,15.30483333
2017,8,21,15,18,29.3,10000000.0030,15.30813889
2017,8,21,15,18,41.2,9999999.9968,15.31144444
2017,8,21,15,18,53,10000000.0006,15.31472222
2017,8,21,15,19,4.9,10000000.2125,15.31802778
2017,8,21,15,19,16.8,10000000.2771,15.32133333
2017,8,21,15,19,28.7,10000000.2191,15.32463889
2017,8,21,15,19,40.6,10000000.2600,15.32794444
2017,8,21,15,19,52.5,9999999.9963,15.33125
2017,8,21,15,20,4.4,9999999.9962,15.33455556
2017,8,21,15,20,16.3,9999999.9938,15.33786111
2017,8,21,15,20,28.2,9999999.9938,15.34116667
2017,8,21,15,20,40.1,9999999.9936,15.34447222
2017,8,21,15,20,51.9,9999999.9925,15.34775
2017,8,21,15,21,3.8,10000000.0011,15.35105556
2017,8,21,15,21,15.7,9999999.9934,15.35436111
2017,8,21,15,21,27.6,9999999.9913,15.35766667
2017,8,21,15,21,39.5,9999999.9924,15.36097222
2017,8,21,15,21,51.4,9999999.9924,15.36427778
2017,8,21,15,22,3.3,9999999.9952,15.36758333
2017,8,21,15,22,15.2,9999999.9886,15.37088889
2017,8,21,15,22,27,9999999.9789,15.37416667
2017,8,21,15,22,38.9,10000000.0018,15.37747222
2017,8,21,15,22,50.8,10000000.0073,15.38077778
2017,8,21,15,23,2.7,10000000.0228,15.38408333
2017,8,21,15,23,14.6,10000000.0237,15.38738889
2017,8,21,15,23,26.5,10000000.0227,15.39069444
2017,8,21,15,23,38.4,10000000.0212,15.394
2017,8,21,15,23,50.3,10000000.0194,15.39730556
2017,8,21,15,24,2.2,10000000.0276,15.40061111
